"","X","X1a","X1b","X1c","X1d","X1e","X2a","X2b","X2c","X2d","X2e","X3a","X3b","X3c","X3d","X3e","X4a","X4b","X4c","X4d","X4e","X5a","X5b","X5c","X5d","X5e","X6a","X6b","X6c","X6d","X6e","X7a","X7b","X7c","X7d","X7e","X8a","X8b","X8c","X8d","X8e","X9a","X9b","X9c","X9d","X9e","X10a","X10b","X10c","X10d","X10e","X11.1","X11.2","X11.3","X11.4","X11.5","X11.6","X11.7","X11.8","X11.9","X11.10","X12","X13","X14","Area","Utbildningsnivå","Sysselsättning","Tid.i.UppVäs","Ålder","Kön"
"567",567,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,5,5,5,"Hasselgatan","Annan eftergymnasial utbildning","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Man"
"568",568,7,7,7,7,7,9,3,8,12,14,7,8,9,6,14,10,9,7,8,9,9,7,3,10,5,12,5,9,14,14,9,14,11,12,13,14,14,14,14,11,9,10,8,0,13,7,7,13,10,14,2,4,6,6,8,14,6,14,7,6,2,1,5,"Skälby","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Kvinna"
"569",569,9,8,6,9,8,10,9,8,6,6,8,5,8,8,9,8,10,8,10,7,8,8,10,8,10,9,9,8,12,12,12,14,11,14,14,13,11,8,14,7,10,8,14,5,7,8,8,10,10,14,12,11,2,6,3,13,13,14,14,7,10,8,6,"Smedby 2","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Man"
"570",570,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,5,5,5,"Vilunda/Korpkulla","Gymnasium, folkhögskola eller motsvarande","Pensionär","10 år eller mer","65+","Kvinna"
"571",571,13,7,7,7,7,14,7,7,7,7,3,3,3,3,14,14,14,4,14,14,5,14,14,14,4,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,3,8,14,14,14,12,14,3,14,3,14,2,14,14,7,14,14,10,10,10,"Norra Bollstanäs","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Kvinna"
"572",572,6,9,10,9,4,10,9,6,4,8,4,8,9,12,10,12,8,9,9,10,10,4,11,0,5,8,6,5,14,13,8,10,8,9,8,8,13,8,6,10,8,9,9,5,8,6,8,9,9,9,4,8,5,7,6,11,10,11,4,7,3,1,5,"Carlslund/Brunnby Park","Högskola/universitet","Förvärvsarbetande (anställd)","0-4 år","25-34","Kvinna"
"573",573,7,7,7,10,10,9,11,7,7,7,5,7,9,9,9,7,7,7,8,11,10,10,7,7,7,11,7,7,11,11,7,7,7,11,7,7,7,11,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,9,0,9,5,5,3,"Södra Bollstanäs","Högskola/universitet","Arbetssökande eller i arbetsmarknadspolitisk åtgärd","10 år eller mer","45-54","Kvinna"
"574",574,12,3,3,2,2,5,12,13,2,13,4,3,10,13,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,12,7,7,7,7,7,4,0,0,0,0,0,0,0,0,0,8,7,0,"Odenslunda","Högskola/universitet","Förvärvsarbetande (anställd)","0-4 år","25-34","Man"
"575",575,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,5,5,5,"Runby","Högskola/universitet","Egen företagare","10 år eller mer","45-54","Man"
"576",576,11,11,7,7,7,11,7,7,7,7,3,3,3,11,7,3,11,11,11,11,11,11,3,11,7,3,11,11,11,11,11,11,11,11,11,11,11,11,7,7,11,11,11,11,3,11,11,11,11,11,12,12,2,4,5,10,11,11,10,9,5,5,5,"Sigma/Apoteksskogen","Högskola/universitet","Pensionär","10 år eller mer","65+","Kvinna"
"577",577,14,9,5,9,11,9,13,5,11,1,1,9,1,11,13,9,13,9,5,8,8,8,8,11,8,9,8,10,13,13,11,10,14,11,8,8,11,11,11,7,11,14,11,10,9,11,11,11,11,14,7,8,8,7,7,8,11,10,13,12,9,3,8,"Dragonvägen","Grundskola eller motsvarande obligatorisk skola","Pensionär","10 år eller mer","65+","Kvinna"
"578",578,10,8,5,9,7,8,8,6,6,5,6,6,8,9,10,6,8,8,6,6,6,6,8,6,5,8,6,6,9,5,6,6,6,8,10,10,10,11,8,10,10,10,6,12,9,12,12,12,12,14,3,4,1,2,1,1,1,1,6,12,10,10,5,"Sigma/Apoteksskogen","Högskola/universitet","Student","10 år eller mer","25-34","Kvinna"
"579",579,11,11,11,11,4,10,10,10,3,10,4,9,10,11,3,4,4,10,4,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,8,11,8,9,10,11,11,2,3,3,3,3,4,6,6,6,7,6,3,3,"Norra Bollstanäs","Annan eftergymnasial utbildning","Egen företagare","10 år eller mer","45-54","Man"
"580",580,10,6,8,9,7,13,13,9,8,12,8,9,14,12,13,5,8,8,11,11,10,10,7,7,7,14,12,13,14,14,10,12,13,14,14,14,14,14,9,13,12,13,12,13,3,12,12,12,14,14,6,11,6,9,9,14,14,14,14,9,7,4,6,"Odenslunda","Grundskola eller motsvarande obligatorisk skola","Pensionär","10 år eller mer","65+","Kvinna"
"581",581,11,9,8,11,9,10,10,4,4,7,4,4,10,6,10,9,10,11,8,11,10,4,7,7,7,10,6,10,11,11,8,10,10,8,11,11,10,8,9,7,10,10,9,9,7,10,10,8,9,7,6,4,5,6,2,6,6,6,6,2,5,6,6,"Norra Bollstanäs","Gymnasium, folkhögskola eller motsvarande","Pensionär","10 år eller mer","65+","Kvinna"
"582",582,14,14,14,14,14,7,7,7,7,7,8,8,2,11,12,14,14,14,14,14,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,11,12,9,14,14,14,14,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,10,5,0,"Carlslund/Brunnby Park","Grundskola eller motsvarande obligatorisk skola","Förvärvsarbetande (anställd)","5-9 år","25-34","Kvinna"
"583",583,3,5,7,8,11,9,5,10,4,11,10,9,8,11,9,9,5,9,8,12,8,10,8,9,6,3,12,9,12,12,8,8,8,8,12,8,12,12,13,12,9,6,5,12,9,9,6,8,9,10,6,12,12,8,8,11,8,12,8,8,0,1,0,"Carlslund/Brunnby Park","Högskola/universitet","Förvärvsarbetande (anställd)","0-4 år","45-54","Man"
"584",584,9,6,10,8,7,10,6,6,4,7,7,7,6,5,10,3,10,7,7,7,8,10,7,4,7,6,6,6,9,7,5,7,11,11,9,7,7,10,8,7,8,8,8,10,3,8,5,8,10,7,2,2,3,3,3,3,3,3,3,2,8,1,1,"Sjukyrkoberget","Högskola/universitet","Pensionär","10 år eller mer","65+","Kvinna"
"585",585,6,6,9,6,6,5,5,8,5,8,8,6,6,6,8,9,9,8,8,8,8,8,8,8,6,9,8,8,11,11,8,9,10,10,11,10,11,11,10,10,10,10,10,7,7,9,9,9,8,8,0,0,0,2,2,6,5,7,1,5,2,3,2,"Norra Bollstanäs","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","5-9 år","35-44","Kvinna"
"586",586,11,11,9,10,7,11,10,9,9,10,3,4,10,10,11,10,9,6,7,7,10,10,9,5,7,10,4,8,7,7,10,9,9,9,10,11,11,8,9,6,11,10,7,7,7,11,8,8,8,9,5,6,5,3,4,5,8,8,9,10,2,4,6,"Norra Vik","Högskola/universitet","Pensionär","10 år eller mer","65+","Kvinna"
"587",587,13,13,13,13,13,14,14,3,3,3,13,3,10,9,9,2,10,10,10,10,6,11,6,11,7,10,6,9,10,10,9,10,10,9,10,8,8,10,10,10,12,12,7,2,2,10,10,10,10,10,3,5,4,7,3,5,7,5,7,5,9,8,8,"Brunnby/Vik","Grundskola eller motsvarande obligatorisk skola","Pensionär","10 år eller mer","65+","Man"
"588",588,8,8,7,7,7,8,8,7,7,7,9,7,7,7,7,7,7,7,7,7,9,7,7,7,7,7,7,7,7,7,10,7,7,7,7,7,7,7,7,7,10,7,7,7,7,11,7,7,7,7,3,3,1,1,1,2,3,1,2,0,5,5,5,"Hasselgatan","Gymnasium, folkhögskola eller motsvarande","Pensionär","10 år eller mer","65+","Man"
"589",589,6,9,5,7,7,13,14,13,3,7,14,14,13,11,14,14,14,14,14,14,14,14,14,14,14,14,5,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,12,0,10,3,14,7,14,5,14,14,14,14,14,14,7,5,3,2,"Smedby 2","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","0-4 år","15-24","Kvinna"
"590",590,9,5,9,8,7,9,9,7,7,7,6,9,8,8,7,8,6,6,8,7,7,8,7,8,8,9,8,9,10,10,7,8,7,9,9,9,9,8,10,8,9,11,8,6,7,10,10,8,7,8,7,10,7,8,6,14,9,14,9,6,7,6,2,"Ekeby/Sköldnora","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Man"
"591",591,11,3,11,11,11,11,11,4,3,11,3,3,11,11,11,3,10,11,11,11,11,10,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,11,12,2,11,3,11,12,11,8,12,3,6,2,6,4,6,7,10,9,8,6,9,2,"Norra Vik","Inte gått ut grundskola eller motsvarande obligatorisk skola","Pensionär","10 år eller mer","65+","Man"
"592",592,12,10,4,9,7,7,7,7,7,7,7,14,5,7,13,8,7,9,11,8,14,9,14,8,11,9,8,14,12,12,11,11,13,10,14,11,12,13,9,13,14,14,12,7,7,13,6,6,6,11,13,5,9,7,12,14,14,14,14,0,10,10,5,"Brunnby/Vik","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Kvinna"
"593",593,8,6,6,8,7,9,8,5,6,7,7,6,7,9,9,9,6,8,9,10,9,8,8,6,7,6,9,10,11,12,9,9,11,8,8,8,9,9,9,8,8,7,9,4,7,9,8,8,9,10,2,5,2,8,4,12,11,13,14,9,6,6,4,"Sigma/Apoteksskogen","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","0-4 år","15-24","Man"
"594",594,14,5,5,10,10,14,14,7,7,7,7,7,7,7,7,7,7,7,7,7,14,0,7,7,7,7,7,7,7,7,14,14,7,7,7,7,7,7,7,7,14,14,7,0,7,7,7,7,7,7,8,8,2,2,10,8,14,10,14,2,3,8,3,"Odenslunda","Gymnasium, folkhögskola eller motsvarande","Pensionär","10 år eller mer","65+","Man"
"595",595,14,14,14,14,14,14,14,14,0,0,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,6,6,6,14,6,14,14,14,14,14,10,5,10,"Sjukyrkoberget","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Kvinna"
"596",596,7,7,7,7,7,14,14,14,0,0,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,6,14,6,14,6,14,14,14,14,14,10,5,10,"Sjukyrkoberget","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Kvinna"
"597",597,13,12,9,9,9,14,14,7,8,3,7,7,7,11,11,11,8,8,11,7,9,6,13,8,10,8,5,9,14,10,9,9,13,8,8,8,14,14,11,7,10,12,10,7,7,10,10,10,10,12,5,8,7,7,5,14,9,14,9,8,10,3,3,"Södra Bollstanäs","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Kvinna"
"598",598,11,11,3,11,11,11,11,11,7,3,11,3,8,8,11,6,7,7,8,11,11,11,11,11,11,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,11,7,7,11,8,11,8,8,11,3,4,2,6,6,1,7,1,6,5,10,10,5,"Runby","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Kvinna"
"599",599,13,13,12,13,12,14,14,14,14,14,10,8,11,11,12,11,10,11,12,9,12,12,13,13,11,14,9,13,14,12,12,12,11,13,13,14,13,13,11,13,13,13,13,10,12,12,12,13,13,13,14,14,14,14,11,14,14,14,14,14,9,5,5,"Smedby 2","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Kvinna"
"600",600,6,10,9,9,7,8,6,8,8,9,6,8,9,6,14,8,14,10,8,13,8,6,10,6,9,10,5,8,12,13,9,11,8,8,10,9,13,11,10,10,10,9,4,8,12,8,8,8,8,8,6,11,3,10,8,14,9,12,13,5,5,5,5,"Sjukyrkoberget","Gymnasium, folkhögskola eller motsvarande","Övrigt","10 år eller mer","15-24","Kvinna"
"601",601,14,7,1,8,10,9,10,8,2,4,3,5,6,12,14,10,9,7,13,12,11,7,8,8,10,6,11,10,14,8,10,9,14,8,12,12,14,9,10,7,13,12,11,7,5,8,13,9,12,10,4,3,2,5,3,12,14,13,8,6,10,8,7,"Fresta glesbygd","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Kvinna"
"602",602,6,7,7,7,7,9,7,7,7,7,4,7,7,7,7,10,7,7,7,7,7,7,7,7,7,4,7,7,7,7,6,7,7,7,7,6,7,7,7,7,7,7,7,7,7,4,7,7,7,7,1,0,0,0,0,0,0,0,0,0,10,5,4,"Vilunda/Korpkulla","Grundskola eller motsvarande obligatorisk skola","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Man"
"603",603,3,7,7,7,7,6,7,7,7,7,5,7,7,7,7,6,7,7,7,7,5,7,7,7,7,3,7,7,7,7,5,7,7,7,7,5,7,7,7,7,5,7,7,7,7,4,7,7,7,7,4,4,5,5,5,6,6,6,6,6,8,8,7,"Vilunda/Korpkulla","Gymnasium, folkhögskola eller motsvarande","Pensionär","10 år eller mer","65+","Kvinna"
"604",604,7,14,7,14,7,14,14,14,0,0,4,9,12,14,14,14,14,14,14,14,14,5,5,11,7,14,14,14,14,14,7,14,7,9,14,14,14,14,14,14,14,14,14,3,14,7,7,7,7,7,0,13,10,13,12,14,14,14,11,0,5,2,2,"Grimstaby","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","5-9 år","35-44","Man"
"605",605,12,9,6,10,8,7,11,8,9,7,8,5,6,9,11,5,11,8,7,9,10,5,8,9,6,8,6,9,14,14,8,9,10,6,10,8,11,13,14,10,11,8,14,9,7,11,13,14,14,13,7,2,1,6,3,14,8,13,10,12,4,7,4,"Vilunda/Korpkulla","Högskola/universitet","Förvärvsarbetande (anställd)","0-4 år","25-34","Man"
"606",606,14,6,13,11,5,13,11,5,4,1,8,9,9,11,12,8,11,4,9,11,12,8,11,8,13,11,8,11,13,13,9,11,12,14,13,13,11,14,13,11,10,11,13,5,13,12,8,11,12,13,4,6,5,8,10,14,12,14,7,14,9,2,8,"Sanda Ängar","Högskola/universitet","Förvärvsarbetande (anställd)","0-4 år","35-44","Kvinna"
"607",607,14,0,0,14,7,13,10,0,7,0,9,12,14,14,14,8,9,9,10,10,11,8,8,8,7,13,10,11,14,12,6,10,14,8,14,14,14,13,11,14,14,14,8,14,7,9,8,10,8,11,3,4,4,6,3,7,10,14,14,8,9,3,2,"Vilunda/Korpkulla","Annan eftergymnasial utbildning","Pensionär","10 år eller mer","65+","Man"
"608",608,11,6,6,6,6,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,12,12,7,11,7,11,7,7,9,9,9,7,7,10,7,7,7,7,7,7,7,7,7,2,4,3,3,4,3,3,12,4,7,5,5,3,"Vilunda/Korpkulla","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Kvinna"
"609",609,10,7,8,10,7,11,11,10,7,7,6,8,7,7,7,9,6,7,7,7,11,9,11,7,7,8,6,10,11,11,10,10,11,6,12,11,11,10,8,8,10,11,10,6,6,9,11,10,10,9,0,0,0,0,0,0,0,0,0,0,5,4,4,"Brunnby/Vik","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Man"
"610",610,2,10,8,6,4,10,11,9,6,12,4,5,6,11,10,13,3,6,10,8,10,11,8,9,6,10,6,9,11,8,8,11,9,10,6,6,10,10,9,2,12,11,9,2,10,9,6,9,12,10,13,12,11,5,9,8,7,8,8,6,1,2,1,"Njursta","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","35-44","Man"
"611",611,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,5,5,5,"Brunnby/Vik","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Kvinna"
"612",612,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,5,5,5,"Johannesdal","Gymnasium, folkhögskola eller motsvarande","Pensionär","10 år eller mer","65+","Kvinna"
"613",613,9,8,5,8,7,7,7,7,7,7,5,6,8,8,9,9,9,6,8,9,7,5,7,5,7,7,7,8,9,9,7,8,8,9,7,7,8,8,8,8,9,8,7,7,7,8,8,8,9,10,4,2,1,4,2,5,2,5,2,2,8,5,3,"Johannesdal","Högskola/universitet","Pensionär","10 år eller mer","65+","Man"
"614",614,14,3,9,4,5,4,5,9,10,3,5,3,9,10,6,4,9,9,8,5,0,2,3,10,3,4,8,5,4,5,5,3,3,0,2,3,2,9,8,3,0,2,3,13,9,11,10,10,0,3,7,4,4,4,14,9,14,14,13,4,10,10,6,"Sjukyrkoberget","Inte gått ut grundskola eller motsvarande obligatorisk skola","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Man"
"615",615,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,9,1,0,"Runby","Annan eftergymnasial utbildning","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Kvinna"
"616",616,10,11,10,10,9,13,11,2,4,2,8,5,10,10,11,9,6,6,9,9,11,12,8,12,10,11,5,10,12,12,8,6,10,11,11,12,12,12,13,14,14,14,14,7,7,14,12,11,11,11,4,8,2,13,13,8,12,13,13,11,8,7,7,"Hasselgatan","Högskola/universitet","Pensionär","10 år eller mer","65+","Kvinna"
"617",617,14,8,9,8,14,9,4,8,10,2,5,8,4,10,2,12,3,9,9,2,14,4,9,9,11,11,5,10,14,9,14,14,14,14,14,9,11,8,1,5,11,14,9,14,3,11,9,8,5,12,5,4,4,7,12,14,14,12,10,6,10,8,6,"Brunnby/Vik","Högskola/universitet","Egen företagare","10 år eller mer","45-54","Man"
"618",618,14,0,6,5,11,14,14,10,8,0,10,9,14,13,14,13,8,7,7,7,11,9,9,7,7,7,7,7,7,7,10,13,9,8,6,7,7,7,7,7,7,7,7,7,7,12,11,11,10,12,6,10,7,4,9,10,10,8,4,14,10,3,5,"Sigma/Apoteksskogen","Annan eftergymnasial utbildning","Pensionär","10 år eller mer","65+","Man"
"619",619,13,12,13,14,7,11,8,8,10,13,10,13,12,13,10,3,8,8,10,13,10,8,8,8,7,12,12,11,14,14,8,8,13,9,13,8,14,11,13,6,9,12,8,7,7,8,6,4,6,11,4,2,1,8,1,4,7,6,8,0,0,1,5,"Södra Bollstanäs","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Kvinna"
"620",620,6,6,12,7,7,10,6,6,8,13,8,13,7,7,7,7,7,7,7,7,9,9,7,7,7,7,6,6,14,9,1,6,3,10,13,14,11,13,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,1,2,1,"Norra Bollstanäs","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","35-44","Man"
"621",621,13,8,6,6,8,8,8,6,8,0,8,8,6,7,9,4,10,8,10,7,8,10,8,5,10,9,8,9,14,12,6,8,14,11,14,14,13,13,7,10,11,11,8,9,0,10,7,8,9,11,3,7,1,7,10,12,14,14,11,7,10,8,7,"Runby","Annan eftergymnasial utbildning","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Man"
"622",622,9,9,9,9,9,7,9,9,5,9,10,10,10,10,10,14,12,7,9,10,9,8,10,11,7,11,11,11,11,9,7,7,7,7,7,7,9,9,8,7,14,14,12,0,12,7,10,8,8,9,5,5,6,6,6,6,5,7,7,7,2,3,3,"Brunnby/Vik","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","35-44","Man"
"623",623,9,8,7,8,7,10,9,6,8,7,8,8,6,8,9,9,8,8,6,8,10,9,9,9,10,10,6,10,10,10,8,9,8,9,14,14,9,9,9,9,8,9,8,8,6,9,9,10,10,12,5,8,3,4,4,7,8,8,4,8,9,9,1,"Runby","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Kvinna"
"624",624,11,7,8,11,11,10,10,9,9,5,8,10,8,8,10,10,10,9,12,12,7,7,7,7,7,8,9,11,10,11,10,9,10,8,10,10,11,10,9,9,11,11,11,6,7,9,10,8,8,10,11,11,11,12,11,12,0,0,0,0,9,4,4,"Vilunda/Korpkulla","Högskola/universitet","Pensionär","10 år eller mer","55-64","Kvinna"
"625",625,8,6,9,11,8,14,13,11,3,8,10,11,9,13,14,6,8,9,8,13,14,6,12,8,9,5,10,11,14,9,9,14,13,12,7,12,14,13,9,5,11,7,13,0,10,10,6,12,9,14,7,13,6,10,9,11,12,14,8,5,2,0,0,"Brunnby/Vik","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","15-24","Man"
"626",626,12,7,12,12,12,8,9,9,5,8,9,8,8,10,8,12,11,8,12,14,13,8,10,9,9,13,8,13,14,14,8,12,12,9,9,8,14,14,12,8,14,8,14,8,11,14,9,11,14,13,2,2,3,8,4,8,7,8,8,8,7,4,4,"Runby","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Man"
"627",627,13,7,6,7,11,10,12,3,4,3,8,12,8,10,7,11,9,10,6,11,10,8,5,9,7,9,10,4,7,9,6,10,9,9,10,9,10,9,8,7,10,10,10,6,7,8,9,8,4,6,7,9,7,4,2,6,4,4,2,0,1,7,7,"Odenslunda","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Kvinna"
"628",628,13,7,6,7,11,10,12,3,4,3,8,12,8,10,7,11,9,10,6,11,10,8,5,9,7,9,10,4,7,9,6,10,9,9,10,9,10,9,8,7,10,10,10,6,7,8,9,8,4,6,7,9,7,4,2,6,4,4,2,0,1,7,7,"Odenslunda","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Kvinna"
"629",629,14,9,9,10,7,11,14,7,4,10,13,7,4,7,14,7,14,14,7,14,10,14,8,9,9,14,14,14,14,14,10,10,10,10,7,8,14,11,10,4,10,6,7,7,10,14,14,14,14,14,4,5,2,6,5,10,7,10,6,14,9,9,1,"Vilunda/Korpkulla","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","15-24","Kvinna"
"630",630,14,5,9,8,7,9,11,5,9,7,11,11,6,5,7,6,9,5,10,13,10,9,8,4,4,6,10,8,12,12,3,3,12,13,7,7,5,8,5,13,11,11,8,4,8,7,13,8,7,9,9,0,1,14,2,11,11,11,14,7,8,10,7,"Frestaby","Annan eftergymnasial utbildning","Förvärvsarbetande (anställd)","10 år eller mer","45-54","Man"
"631",631,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,5,5,5,"Runby","Högskola/universitet","Övrigt","10 år eller mer","45-54","Vill ej uppge"
"632",632,14,11,2,14,12,14,14,4,13,5,11,4,2,1,14,0,3,13,1,12,13,8,11,13,12,14,11,14,14,14,12,14,14,13,14,14,14,14,10,14,14,14,14,14,3,11,11,9,9,14,9,10,10,12,12,14,14,14,14,12,8,7,8,"Odenslunda","Högskola/universitet","Pensionär","10 år eller mer","65+","Kvinna"
"633",633,7,7,7,11,7,2,7,10,11,11,10,10,7,7,7,10,3,9,5,9,10,6,9,9,7,7,7,14,10,9,6,6,12,5,9,12,9,10,7,8,11,8,8,7,7,9,12,6,7,7,6,4,4,1,4,4,4,6,0,0,1,3,5,"Runby Backar/Lövsta","Högskola/universitet","Förvärvsarbetande (anställd)","10 år eller mer","55-64","Kvinna"
"634",634,8,10,11,9,9,11,10,4,3,9,8,9,4,8,9,8,9,9,10,13,11,13,9,5,8,9,10,10,11,11,2,13,6,11,8,10,11,9,12,13,13,12,8,4,6,7,7,7,7,7,1,1,2,10,9,7,4,11,8,1,4,6,4,"Vilunda/Korpkulla","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","35-44","Kvinna"
"635",635,11,6,6,6,8,8,8,6,6,2,7,7,7,7,7,4,8,8,8,5,7,7,7,7,7,8,6,9,10,10,8,8,9,8,9,9,9,9,9,9,8,8,8,5,5,7,7,7,7,7,2,2,3,2,2,7,6,5,4,2,7,6,5,"Vilunda/Korpkulla","Högskola/universitet","Egen företagare","10 år eller mer","55-64","Man"
"636",636,13,7,7,14,1,13,13,2,14,0,7,3,12,12,12,2,7,14,7,7,14,7,14,7,12,13,2,11,11,7,12,11,12,12,12,12,12,6,6,12,12,7,11,1,7,12,1,12,12,12,6,3,7,13,13,14,13,14,14,13,9,5,2,"Runby","Grundskola eller motsvarande obligatorisk skola","Pensionär","10 år eller mer","65+","Kvinna"
"637",637,8,6,8,8,7,8,8,6,6,9,8,6,6,9,8,8,6,8,8,9,8,8,8,6,7,9,6,8,8,8,8,9,8,6,8,8,9,10,8,8,9,8,9,6,8,8,9,8,10,9,4,5,2,6,1,8,2,8,4,7,4,4,4,"Odenslunda","Högskola/universitet","Pensionär","10 år eller mer","65+","Man"
"638",638,11,10,10,11,9,11,11,9,11,3,7,7,7,7,7,10,10,10,10,10,7,7,7,7,7,10,8,10,7,7,11,11,11,11,11,11,8,9,8,8,11,11,10,10,5,8,6,9,9,9,8,11,13,11,12,11,10,11,11,0,9,3,2,"Vilunda/Korpkulla","Grundskola eller motsvarande obligatorisk skola","Pensionär","10 år eller mer","65+","Kvinna"
"639",639,7,7,7,7,7,14,14,2,11,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,14,3,13,14,14,13,13,13,13,13,7,7,7,7,7,14,14,14,14,2,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,10,10,5,"Eds Glesbygd","Gymnasium, folkhögskola eller motsvarande","Förvärvsarbetande (anställd)","10 år eller mer","35-44","Kvinna"
